"","gname","vicinity","crit1","crit2","crit3","doubtterr","multiple","success","suicide","ingroup","guncertain1","nperps","nperpcap","claimed","nkill","nkillus","nkillter","nwound","nwoundus","nwoundte","property","ransom","Assasination","Hostage","Bombing","Facility","Assault","Unknowntype","barricade","unarmedattack","Hijack","Biological","Chemical","Radiological","Nuclear","Firearm","Explosives","Fakeweapons","Incendiary","Melee","Vehicle","Sabotage","Otherweapons","Unknownweapon","NorthAm","CentralAm","SouthEastAsia","EastAsia","WesternEurope","Subsaharan","SouthAm","SouthAsia","CentralAsia","MiddleEast","Oceania","EasternEurope","nhrs","ndays","Business","Government","Police","Military","Abortionrelated","Airports","Diplomatic","Educational","Food","Journalist","Maritime","NGO","Othertarg","PrivateCitizen","Religious","Telecom","Terrorists","Tourist","Transportation","Unknowntarg","Utilities","PoliticalParty"
"2991","The Nation's Army",1,1,1,1,0,0,1,0,30077,0,-99,0,1,0,0,0,1,0,0,-9,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2992","The New Irish Republican Army",2,26,27,20,1,7,12,0,40091,3,-2068,6,21,3,0,0,1,0,0,0,0,0,0,19,1,7,0,0,0,0,0,0,0,0,7,19,0,1,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,2,1,11,8,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0
"2993","The Northern Alliance (or United Islamic Front for Salvation of Afghanistan – UIFSA)",0,4,4,4,4,0,4,0,20441,0,0,0,0,4,0,0,12,0,0,-6,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0
"2994","The Order (Silent Brotherhood)",1,8,4,8,5,0,8,0,10045,0,35,29,0,1,1,0,2,2,0,7,0,1,0,2,4,0,0,1,0,0,0,0,0,0,6,2,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
"2995","The Order II (Bruder Schweigen Strike Force II)",0,3,3,3,1,0,3,0,10046,0,3,3,0,0,0,0,0,0,0,-7,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"2996","The Ordinary Men",0,1,1,1,0,0,1,0,2757,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2997","The Organization for the Return of Legality",0,1,1,1,0,0,0,0,780,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2998","The Scorpion",0,2,2,2,0,0,2,0,3936,1,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2999","The Third Way (Der III. Weg)",0,1,1,1,0,0,1,0,40468,0,-99,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"3000","The Unit of the Chemical Weapons Martyrs",0,1,1,1,0,0,1,0,2212,0,0,0,0,6,0,0,11,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3001","The United Revolutionary Front of Bhutan",0,2,2,2,0,0,2,0,20502,0,-99,0,2,5,0,0,2,0,0,-8,-9,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"3002","The United Southern Front",0,1,1,1,0,0,1,0,4668,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"3003","The War That Was Never Declared",0,1,1,1,0,0,0,0,20443,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3004","The World United Formosans for Independence (WUFI)",0,1,1,1,0,0,0,0,10047,0,2,2,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3005","Thomas Muenzer Wild Band",0,1,1,1,0,0,1,0,1863,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3006","Three Stars Autonomous Commando",0,1,1,1,0,0,1,0,3039,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3007","Thunder of Zion",0,1,1,1,0,0,0,0,3033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3008","Tibetan separatists",0,1,1,1,0,0,1,0,30212,1,-99,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3009","Ticuna Indian",0,1,1,1,-9,0,1,0,670,0,300,0,0,0,0,0,4,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3010","Tigers",0,1,1,1,0,0,1,0,20445,0,0,0,1,1,0,0,2,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3011","Tigray Peoples Liberation Front (TPLF)",2,10,10,10,0,0,10,0,2127,0,0,0,0,317,0,0,200,0,0,4,1,0,6,0,0,2,1,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,8,0,0,0,0,0,10,0,0,0,0,0,0,0,52,1,0,0,0,0,0,0,0,0,1,0,2,0,5,1,0,0,0,0,0,0,0
"3012","Timorese guerrillas",2,2,2,2,-18,2,2,0,935,0,0,0,0,12,0,0,6,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3013","Timorese Students",0,3,3,3,-9,0,3,0,747,0,29,0,0,0,0,0,3,0,0,3,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"3014","Tiv Militia",0,1,1,1,0,0,1,0,40259,0,-99,0,0,5,0,2,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3015","Togolese Dissidents",0,3,3,1,2,0,3,0,1617,0,0,0,0,26,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3016","Togolese Peoples Rally",0,1,1,1,0,0,1,0,1546,0,30,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3017","Tolib Ayombekov loyalists",0,1,1,1,0,0,1,0,40064,0,-99,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3018","Tonino Micciche Workers Nucleus",0,1,1,1,0,0,1,0,3988,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3019","Tontons Macoutes",0,3,3,3,0,0,3,0,5334,0,5,5,0,2,0,0,0,0,0,1,0,2,0,1,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
"3020","Tony El Pelou Band",0,2,2,2,0,0,2,0,4800,0,16,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"3021","Toposa and Dongiro Tribes",0,1,1,1,0,0,1,0,1573,0,0,0,0,89,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"3022","Tribal Battlefront",0,6,6,6,0,0,6,0,3693,0,0,0,0,0,0,0,0,0,0,6,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,3,0,0,0,0,0,0,0
"3023","Tribal Clash",0,1,1,1,0,0,1,0,1324,0,0,0,0,5,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"3024","Tribal Group",5,44,42,44,-304,22,44,0,671,2,-71,0,1,89,0,0,169,0,0,33,0,1,8,2,1,28,3,1,0,0,0,0,0,0,12,2,0,21,1,0,0,0,8,0,0,0,0,0,1,0,36,0,7,0,0,-99,55,4,0,1,0,0,0,1,0,0,0,0,0,0,32,0,0,0,4,1,1,0,0
"3025","Tribal guerrillas",1,2,2,1,1,0,2,0,793,0,-99,-99,1,9,0,0,15,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,22,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"3026","Tribal Separatists",0,2,2,2,-18,0,2,0,713,0,0,0,0,7,0,0,6,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
"3027","Tribal Thumb",0,1,1,1,0,0,1,0,5280,0,0,0,0,2,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"3028","Tribesmen",6,103,93,88,27,16,97,0,40079,0,-6353,2,6,75,0,12,87,0,7,-12,-7,2,40,28,9,16,6,0,0,2,0,0,0,0,55,28,0,0,0,0,1,0,19,0,0,0,0,0,10,0,6,0,87,0,0,-295,-2319,5,10,4,18,0,0,3,1,0,3,0,0,1,15,1,0,0,2,0,0,30,10
"3029","Tribesmen Murad Tribe",0,4,4,4,-27,0,4,0,664,0,0,0,0,0,0,0,0,0,0,0,2,0,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,28,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0
"3030","Tribesmen, al-Itada",0,1,1,1,-9,0,1,0,719,0,8,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"3031","Trinitarians",0,1,1,1,0,0,1,0,4780,0,4,0,0,3,0,3,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"3032","Tripoli Martyrs Battalion",0,2,2,0,2,0,2,0,2283,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3033","Tripoli Province of the Islamic State",11,144,139,134,16,39,131,8,40345,1,-13113,2,52,184,1,28,154,0,31,-75,0,3,40,49,7,14,25,1,0,5,0,0,0,0,25,53,0,5,9,0,0,1,51,0,0,0,0,0,0,0,0,0,144,0,0,-1472,-1373,23,4,7,12,0,0,9,2,0,1,0,0,0,61,4,0,16,0,0,3,2,0
"3034","Tripura National Volunteers (TNV)",0,29,29,28,1,2,29,0,2381,0,17,0,0,154,0,0,69,0,0,24,0,4,0,0,2,20,3,0,0,0,0,0,0,0,19,0,0,2,2,0,0,0,6,0,0,0,0,0,0,0,29,0,0,0,0,0,0,1,1,2,1,0,0,0,0,0,0,0,0,0,22,0,0,0,0,1,1,0,0
"3035","Tripura Nationalists",0,1,1,1,-9,0,0,0,2896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"3036","Tripura Separatists",0,1,1,1,-9,0,1,0,1491,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3037","Tritiya Prastuti Committee (India)",4,9,9,9,1,0,9,0,30078,9,-419,-95,0,3,0,1,10,0,2,-5,-9,0,1,0,4,3,1,0,0,0,0,0,0,0,3,0,0,3,0,1,0,0,2,0,0,0,0,0,0,0,9,0,0,0,0,0,-198,1,2,1,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,1,0,0,0
"3038","Tuareg Guerrillas",4,17,17,13,-41,0,16,0,1703,1,66,0,0,50,0,8,15,0,0,17,0,0,1,1,0,15,0,0,0,0,0,0,0,0,16,1,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,1,1,1,4,0,0,0,0,0,0,0,0,0,8,0,0,0,1,0,1,0,0
"3039","Tuaregs",6,40,40,30,-116,0,40,0,936,6,-949,20,1,130,0,1,90,0,0,21,-27,1,6,3,1,19,9,1,0,0,0,0,0,0,21,3,0,1,1,0,0,0,14,0,0,0,0,0,38,0,0,0,2,0,0,-396,-594,3,2,2,13,0,0,0,0,1,0,1,2,0,12,0,0,0,2,2,0,0,0
"3040","Tucayana Amerindians",0,1,1,1,0,0,1,0,2313,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"3041","Tulawie Clan",0,1,1,0,1,0,1,0,1472,0,0,0,0,6,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3042","Tunisian Armed Resistance",0,1,1,1,0,0,1,0,3706,0,200,0,0,41,0,0,100,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3043","Tupac Amaru Revolutionary Movement (MRTA)",12,557,554,525,35,185,536,0,621,39,2036,0,0,560,0,2,551,0,0,522,4,20,14,375,12,67,30,37,0,2,0,0,0,0,143,359,0,16,0,0,0,0,39,0,0,0,0,0,0,557,0,0,0,0,0,17,184,220,68,33,34,0,7,25,15,20,48,4,0,0,51,2,1,3,1,12,0,13,0
"3044","Tupac Katari Guerrilla Army (EGTK)",0,22,22,22,0,4,20,0,622,2,4,0,0,5,0,0,0,0,0,21,0,1,0,20,0,0,0,1,0,0,0,0,0,0,2,20,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,2,1,0,0,1,0,14,0
"3045","Tupamaro Revolutionary Movement",0,4,4,4,0,3,1,0,20446,1,0,0,3,0,0,0,0,0,0,1,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3046","Tupamaros (Uruguay)",0,41,41,40,1,0,39,0,623,0,176,0,0,4,0,2,0,0,0,30,7,5,9,7,10,8,1,1,0,0,0,0,0,0,13,8,0,10,0,0,0,0,10,0,0,0,0,0,0,41,0,0,0,0,0,0,366,17,5,3,2,0,1,4,4,0,4,0,0,0,0,0,1,0,0,0,0,0,0
"3047","Turkestan Islamic Party",0,2,2,2,0,2,2,0,30079,0,-198,0,2,3,0,0,14,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
"3048","Turkish Communist Party/Marxist (TKP-ML)",2,31,30,30,3,6,30,1,624,4,-265,3,4,19,0,1,27,0,0,21,0,4,3,12,4,6,2,0,0,0,0,0,0,0,9,14,0,2,0,0,0,0,6,0,0,0,0,1,0,0,0,0,30,0,0,0,25,11,4,6,2,0,0,1,0,0,1,0,0,0,5,0,0,1,0,0,0,0,0
"3049","Turkish Communist Workers Party",0,3,3,3,0,0,3,0,1702,0,4,0,0,2,0,0,0,0,0,1,0,2,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
"3050","Turkish Hezbollah",0,6,6,6,0,0,5,0,20448,2,4,2,0,9,0,0,6,0,0,-9,0,4,0,0,0,2,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
"3051","Turkish Islamic Commandos",0,1,1,1,0,0,1,0,2045,0,2,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"3052","Turkish Islamic Jihad",0,2,2,1,1,0,1,0,100042,0,0,0,0,1,1,0,2,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3053","Turkish Leftists",0,9,9,9,-81,5,9,0,825,0,4,0,0,0,0,0,0,0,0,8,0,0,0,0,8,0,0,0,0,1,0,0,0,0,0,0,0,8,0,0,0,0,1,0,0,0,0,8,0,0,0,0,1,0,0,0,0,7,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3054","Turkish Marxist Workers Party",0,1,1,1,0,0,1,0,3241,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3055","Turkish People's Liberation Army",0,69,69,48,21,0,63,0,619,4,35,0,0,19,0,0,17,0,0,52,4,5,4,47,2,11,0,0,0,0,0,0,0,0,15,47,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,69,0,0,17,5,10,4,8,23,0,3,13,2,0,3,0,0,0,3,0,0,0,0,0,0,0,0
"3056","Turkish People's Liberation Front (TPLF)(THKP-C)",1,36,36,33,3,11,34,0,1799,0,80,0,0,27,0,3,16,0,3,22,0,11,0,2,0,23,0,0,0,0,0,0,0,0,34,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0,0,0,19,7,2,3,0,0,0,2,0,0,0,0,0,3,0,0,0,0,0,0,0,0
"3057","Turkish radicals",0,1,1,1,-9,0,1,0,1903,0,40,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"3058","Turkish Revenge Brigade",0,1,1,1,0,0,1,0,682,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"3059","Turkish Revolutionaries",0,1,1,1,0,0,1,0,3263,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3060","Turkish separatists (probably Kurds)",0,2,2,2,-18,0,2,0,1983,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3061","Turks",0,3,3,3,-18,0,3,0,3160,2,10,0,0,1,0,0,0,0,0,3,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"3062","Turks of Western Thrace",0,1,1,1,0,0,0,0,1408,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3063","Tutsi",0,22,22,19,4,0,20,0,907,2,31,0,1,932,0,0,90,0,0,9,0,1,0,2,0,15,4,0,0,0,0,0,0,0,12,2,0,0,3,0,0,0,5,0,0,0,0,0,22,0,0,0,0,0,0,12,0,1,2,0,3,0,0,1,0,0,0,0,0,0,12,1,0,0,0,2,0,0,0
"3064","Tyrol Separatists",0,2,2,2,-9,0,1,0,3094,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"3065","Tyrolean Defense League",0,1,1,1,0,0,1,0,3255,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"3066","U/I Asian Gang",0,1,1,1,0,0,1,0,1197,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3067","U/I Catholic Traditionalists",0,1,1,1,-9,0,1,0,5026,0,0,0,0,3,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
